#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -5.72519     0.00968341        4127.75      30
#indices  rapidity(ita)            phi             pt
   70061       -4.81865        6.28087            130
   70171       -7.80681     0.00267021            130
   69211       -4.57549     0.00224308        211.001
   69916       -4.55117     0.00147173            211
   70166       -4.50155        6.28222             11
   69721       -3.59645        6.27941        22.0002
   70241       -3.59572        6.25925        22.0063
   70296       -3.41541      0.0295211        22.0096
   70126       -3.29491     0.00270524        22.0001
   69586        -3.2427     0.00188883             22
   69636       -3.23053        6.28095        321.001
   69881       -1.68212        6.28108            211
   69421        -1.9131     0.00654662        22.0005
   69551       -1.74716        6.25305          22.01
   68890       -1.51657        5.82403       0.096132
   69220       -1.74707        5.98916      0.0983696
   70050       -1.65282        5.95932       0.510029
   69086       -1.60973        6.28239            321
   69125        3.21693       0.382738       0.177546
   69466        3.18534        6.28033        22.0001
   69376       -2.82276        6.26712        22.0028
   69566       -2.68251        6.27527        22.0007
   69081       -2.47961        6.28306            211
   70031       -2.46954      0.0212907         22.005
   68797       -2.70103        6.25228         517.73
   70026       -2.73379        6.27935        22.0002
   69216       -2.49575      0.0467428        22.0241
   69766       -2.47054        6.28028        211.001
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0        5.43793        1.43248        2770.46       8
#indices  rapidity(ita)            phi             pt
   70301        5.44043        1.40582        2242.45
   70511        5.28462        1.14867         24.117
   70686        5.44363        1.55402        22.0031
   70441         5.5051        1.51912        22.0294
   70481        5.51796        1.56936            211
   70606         5.3247        1.54988        22.0048
   70351        5.08473        1.51187        22.0383
   70456        5.17313        1.56952            211
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -7.03411      0.0059617          10683     211
#indices  rapidity(ita)            phi             pt
   71914       -5.28856        6.28037        211.001
   71844       -5.17426    0.000850084            321
   73124       -5.00927        6.27449        22.0008
   71624       -4.81036           6.28        22.0001
   72439       -4.81022        6.27949        211.001
   72034       -4.98896        6.28092        211.001
   73079       -4.98423        6.28075        22.0001
   71429       -5.04053        6.28179             22
   72354        -5.0323        6.28145            211
   72725       -3.91875       0.241219        92.0938
   71644       -2.46835       0.266697        22.8063
   73018       -2.55854       0.385045      0.0305506
   71554       -2.22112       0.290547        11.4812
   72263       -2.22446       0.379588       0.126052
   71354       -4.73501     0.00466666        22.0002
   71534       -4.80516      0.0450424        211.214
   71524        -3.5695     0.00254104        22.0001
   72124       -3.55094     0.00315427        22.0001
   73179       -3.45637        6.28317             22
   70894       -3.42923        6.27982        211.001
   72109       -3.41678      0.0171461        22.0032
   72024       -2.47407      0.0378047        211.151
   72194       -2.32628        6.26292        22.0045
   71434       -2.17602        6.27143        22.0015
   71694       -2.05529     0.00834345        321.011
   72559       -2.04751      0.0185965        22.0038
   71334       -4.87742        6.27857        22.0002
   72799       -4.91575        6.28199            130
   71319       -4.79078        6.28085        22.0001
   71849       -4.82679    4.28261e-05            211
   71494       -4.65979    0.000296728             22
   71609       -4.57494      0.0535049        22.0315
   72219       -4.38088     0.00443469        22.0002
   72564       -4.12932     0.00336357        211.001
   72829       -4.13013     0.00618357        22.0004
   71329       -3.50742        6.27714        22.0004
   73099       -3.30643      0.0133749         22.002
   72674       -3.34543      0.0153446        22.0026
   72904       -3.32936     0.00138815             22
   71584       -3.12094        6.28081        211.001
   73029       -3.11739        6.27852        22.0002
   72603        3.09009       0.432912       0.499065
   72928        3.08188       0.537305      0.0810481
   71763        2.82241       0.177221        1.24059
   72903        3.01473       0.219369       0.697806
   70914        2.68932     0.00423075        211.002
   71279        2.69167        6.27685        22.0004
   71459        1.99253        6.26034        22.0057
   70948         2.0227        5.90731      0.0725102
   72153        1.93499        6.14487       0.221332
   71099       -1.65553     0.00103837            321
   71314       -1.68514        6.28147             22
   70919       -1.31335    4.06556e-05           2112
   72044       -1.32698        6.27665        22.0005
   72983       -1.37189         6.1325      0.0776899
   73094       -1.41359      0.0876963        22.0849
   71189         1.3307        6.28267            211
   71568        1.32296         0.0805       0.202192
   72104       -1.83411      0.0376141        22.0156
   72639       -1.76201    0.000746103            211
   71749       -1.60759     0.00410101        211.002
   72425        -1.6028              0              0
   73059        2.67472      0.0172993        22.0033
   72563        2.62965       0.174595       0.294797
   72978        2.68187       0.182688       0.107698
